[23:27:17] [main/INFO]: ModLauncher running: args [--username, megalodon7612, --version, forge-47.4.0, --gameDir, C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9, --assetsDir, C:\Users\user\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 160e99c51a494be1bd270aebcbbcdc2a, --accessToken, ????????, --clientId, 2a1b18-1005359-d911ea-74f0ec-29cd15, --xuid, 2535427159644246, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[23:27:17] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 10 arch amd64 version 10.0
[23:27:17] [main/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\fml.toml is not correct. Correcting
[23:27:17] [main/INFO]: Incorrect key [earlyWindowLogHelpMessage] was corrected from null to true
[23:27:17] [main/INFO]: Incorrect key [earlyWindowShowCPU] was corrected from null to false
[23:27:20] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[23:27:20] [main/INFO]: Trying GL version 4.6
[23:27:20] [main/INFO]: If this message is the only thing at the bottom of your log before a crash, you probably have a driver issue.

Possible solutions:
A) Make sure Minecraft is set to prefer high performance graphics in the OS and/or driver control panel
B) Check for driver updates on the graphics brand's website
C) Try reinstalling your graphics drivers
D) If still not working after trying all of the above, ask for further help on the Forge forums or Discord
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_nouveau\burst.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 500. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 3. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, [ars_nouveau:glyph_wall, ars_nouveau:glyph_linger]. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_nouveau\glyph_randomize.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_nouveau\glyph_orbit.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 50. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 3. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_nouveau\reset.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_nouveau\wololo.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 30. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_nouveau\rewind.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 100. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 3. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.entityRewindTracking was corrected from null to its default, 60. 
[23:36:20] [Server thread/WARN]: Incorrect key general.baseRewindTime was corrected from null to its default, 40. 
[23:36:20] [Server thread/WARN]: Incorrect key general.extend_time was corrected from null to its default, 20. 
[23:36:20] [Server thread/WARN]: Incorrect key general.duration_down_time was corrected from null to its default, 10. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\saves\Íîâûé ìèð\serverconfig\dankstorage-server.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key server was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key server.stacklimit1 was corrected from null to its default, 256. 
[23:36:20] [Server thread/WARN]: Incorrect key server.stacklimit2 was corrected from null to its default, 1024. 
[23:36:20] [Server thread/WARN]: Incorrect key server.stacklimit3 was corrected from null to its default, 4096. 
[23:36:20] [Server thread/WARN]: Incorrect key server.stacklimit4 was corrected from null to its default, 16384. 
[23:36:20] [Server thread/WARN]: Incorrect key server.stacklimit5 was corrected from null to its default, 65536. 
[23:36:20] [Server thread/WARN]: Incorrect key server.stacklimit6 was corrected from null to its default, 262144. 
[23:36:20] [Server thread/WARN]: Incorrect key server.stacklimit7 was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key server.convertible tags was corrected from null to its default, [forge:ingots/iron, forge:ingots/gold, forge:ores/coal, forge:ores/diamond, forge:ores/emerald, forge:ores/gold, forge:ores/iron, forge:ores/lapis, forge:ores/redstone, forge:gems/amethyst, forge:gems/peridot, forge:gems/ruby, forge:ingots/copper, forge:ingots/lead, forge:ingots/nickel, forge:ingots/silver, forge:ingots/tin, forge:ores/copper, forge:ores/lead, forge:ores/ruby, forge:ores/silver, forge:ores/tin]. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_watery_grave.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 25. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 2. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, [ars_nouveau:glyph_amplify=2]. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.potion_time was corrected from null to its default, 30. 
[23:36:20] [Server thread/WARN]: Incorrect key general.extend_time was corrected from null to its default, 8. 
[23:36:20] [Server thread/WARN]: Incorrect key general.damage was corrected from null to its default, 5.0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.amplify was corrected from null to its default, 2.0. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_bubble_shield.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 400. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 2. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.potion_time was corrected from null to its default, 30. 
[23:36:20] [Server thread/WARN]: Incorrect key general.extend_time was corrected from null to its default, 8. 
[23:36:20] [Server thread/WARN]: Incorrect key general.absorption_cost was corrected from null to its default, 350. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_conjure_terrain.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 20. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, [ars_nouveau:glyph_amplify=2]. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_charm.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 30. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 2. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.potion_time was corrected from null to its default, 30. 
[23:36:20] [Server thread/WARN]: Incorrect key general.extend_time was corrected from null to its default, 8. 
[23:36:20] [Server thread/WARN]: Incorrect key general.charm_hp_limit was corrected from null to its default, 150. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_phantom_grasp.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 50. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 2. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, [ars_nouveau:glyph_amplify=3]. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.base_heal was corrected from null to its default, 3.0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.amplify was corrected from null to its default, 3.0. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_life_link.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 30. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 3. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.potion_time was corrected from null to its default, 30. 
[23:36:20] [Server thread/WARN]: Incorrect key general.extend_time was corrected from null to its default, 8. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\saves\Íîâûé ìèð\serverconfig\generatorgalore-server.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key General was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key General.tickRate was corrected from null to its default, 5. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_poison_spores.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 30. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 2. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, [ars_nouveau:glyph_amplify=2]. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.damage was corrected from null to its default, 6.0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.amplify was corrected from null to its default, 2.5. 
[23:36:20] [Server thread/WARN]: Incorrect key general.potion_time was corrected from null to its default, 10. 
[23:36:20] [Server thread/WARN]: Incorrect key general.extend_time was corrected from null to its default, 60. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_discharge.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 40. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 2. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, [ars_nouveau:glyph_amplify=2]. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.damage was corrected from null to its default, 7.0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.amplify was corrected from null to its default, 3.0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.potion_time was corrected from null to its default, 15. 
[23:36:20] [Server thread/WARN]: Incorrect key general.extend_time was corrected from null to its default, 100. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_envenom.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 20. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 2. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.potion_time was corrected from null to its default, 5. 
[23:36:20] [Server thread/WARN]: Incorrect key general.extend_time was corrected from null to its default, 100. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_spike.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 30. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 2. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, [ars_nouveau:glyph_amplify=2]. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.damage was corrected from null to its default, 8.0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.amplify was corrected from null to its default, 2.5. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_spark.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 15. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, [ars_nouveau:glyph_amplify=2]. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.damage was corrected from null to its default, 3.0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.amplify was corrected from null to its default, 1.5. 
[23:36:20] [Server thread/WARN]: Incorrect key general.potion_time was corrected from null to its default, 15. 
[23:36:20] [Server thread/WARN]: Incorrect key general.extend_time was corrected from null to its default, 100. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_homing_projectile.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 75. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 3. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, [ars_nouveau:glyph_pierce=1]. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.max_lifespan was corrected from null to its default, 30. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_arc_projectile.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 10. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 2. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.max_lifespan was corrected from null to its default, 60. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_propagator_homing.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 400. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 3. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_propagator_arc.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 200. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 2. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
